sigla_provincia;codice_istat;denominazione_ita;codice_belfiore;data_inizio_validita;data_fine_validita;stato_validita
TN;022197;"TIARNO DI SOPRA";L162;09/07/1947;31/12/2009;Inattivo
TN;802817;"TIARNO DI SOPRA";L162;16/10/1920;13/02/1923;Inattivo
TN;022198;"TIARNO DI SOTTO";L163;14/02/1923;22/02/1928;Inattivo
TN;022198;"TIARNO DI SOTTO";L163;09/07/1947;31/12/2009;Inattivo
TN;802818;"TIARNO DI SOTTO";L163;16/10/1920;13/02/1923;Inattivo
CR;019104;TICENGO;L164;17/03/1861;;Attivo
AL;006173;TICINETO;L165;17/03/1861;;Attivo
LE;075086;TIGGIANO;L166;17/03/1861;;Attivo
SV;009834;TIGLIETO;L167;12/01/1927;19/05/1933;Inattivo
GE;010061;TIGLIETO;L167;17/03/1861;11/01/1927;Inattivo
GE;010061;TIGLIETO;L167;20/05/1933;;Attivo
AT;005108;TIGLIOLE;L168;08/04/1935;;Attivo
AL;006935;TIGLIOLE;L168;17/03/1861;07/04/1935;Inattivo
BS;017185;TIGNALE;L169;17/03/1861;;Attivo
BS;017902;TIMOLINE;L170;17/03/1861;28/07/1928;Inattivo
AO;001868;TINA;L171;12/01/1927;07/03/1928;Inattivo
TO;001868;TINA;L171;17/03/1861;11/01/1927;Inattivo
NU;091092;TINNURA;L172;12/01/1927;13/02/1928;Inattivo
NU;091092;TINNURA;L172;18/07/1946;31/12/2005;Inattivo
CA;092873;TINNURA;L172;17/03/1861;11/01/1927;Inattivo
OR;095088;TINNURA;L172;01/01/2006;31/03/2025;Inattivo
OR;115076;Tinnura;L172;01/04/2025;;Attivo
TN;022199;TIONE;L174;14/02/1923;23/02/1928;Inattivo
AQ;066100;TIONE;L173;17/03/1861;03/05/1928;Inattivo
TN;802819;TIONE;L174;16/10/1920;13/02/1923;Inattivo
AQ;066100;"TIONE DEGLI ABRUZZI";L173;04/05/1928;;Attivo
TN;022199;"TIONE DI TRENTO";L174;24/02/1928;;Attivo
SO;014066;TIRANO;L175;11/06/1875;;Attivo
BZ;021100;TIRES;L176;12/01/1927;;Attivo
TN;022658;TIRES;L176;14/02/1923;11/01/1927;Inattivo
TN;802820;TIRES;L176;16/10/1920;13/02/1923;Inattivo
CZ;079147;TIRIOLO;L177;17/03/1861;;Attivo
BZ;021101;TIROLO;L178;12/01/1927;;Attivo
TN;022659;TIROLO;L178;14/02/1923;11/01/1927;Inattivo
TN;802821;TIROLO;L178;16/10/1920;13/02/1923;Inattivo
TN;022660;TISA;L179;14/02/1923;26/04/1923;Inattivo
TN;802822;TISA;L179;16/10/1920;13/02/1923;Inattivo
BZ;021907;TISO;L179;12/01/1927;11/04/1929;Inattivo
TN;022660;TISO;L179;27/04/1923;11/01/1927;Inattivo
SS;090072;TISSI;L180;17/03/1861;31/03/2025;Inattivo
SS;112059;Tissi;L180;01/04/2025;;Attivo
PZ;076089;TITO;L181;17/03/1861;;Attivo
RM;058104;TIVOLI;L182;15/01/1871;;Attivo
PT;047017;TIZZANA;H109;12/01/1927;02/10/1959;Inattivo
FI;048823;TIZZANA;H109;17/03/1861;11/01/1927;Inattivo
PR;034039;"TIZZANO VAL PARMA";L183;10/08/1863;;Attivo
RE;035041;TOANO;L184;20/06/1884;;Attivo
BN;062075;"TOCCO CAUDIO";L185;06/02/1863;;Attivo
PE;068042;"TOCCO DA CASAURIA";L186;12/01/1927;;Attivo
CH;069816;"TOCCO DA CASAURIA";L186;06/02/1863;11/01/1927;Inattivo
NO;003145;TOCENO;L187;03/08/1947;22/05/1992;Inattivo
NO;003145;TOCENO;L187;17/03/1861;28/06/1928;Inattivo
VB;103065;TOCENO;L187;23/05/1992;;Attivo
PG;054052;TODI;L188;17/03/1861;;Attivo
PG;054896;TOFFIA;L189;10/09/1876;18/03/1923;Inattivo
RI;057068;TOFFIA;L189;12/01/1927;;Attivo
RM;058967;TOFFIA;L189;19/03/1923;11/01/1927;Inattivo
SV;009061;TOIRANO;L190;12/01/1927;;Attivo
GE;010933;TOIRANO;L190;17/03/1861;11/01/1927;Inattivo
MC;043053;TOLENTINO;L191;17/03/1861;;Attivo
RM;058105;TOLFA;L192;15/01/1871;;Attivo
VC;002145;TOLLEGNO;L193;12/01/1927;15/04/1992;Inattivo
NO;003473;TOLLEGNO;L193;17/03/1861;11/01/1927;Inattivo
BI;096068;TOLLEGNO;L193;16/04/1992;;Attivo
CH;069090;TOLLO;L194;17/03/1861;;Attivo
UD;030121;TOLMEZZO;L195;06/04/1968;;Attivo
UD;030165;TOLMEZZO;L195;19/11/1866;05/04/1968;Inattivo
UD;030933;TOLMINO;L196;08/02/1923;11/01/1927;Inattivo
GO;031731;TOLMINO;L196;12/01/1927;15/09/1947;Inattivo
GO;801224;TOLMINO;L196;05/01/1921;07/02/1923;Inattivo
PZ;076090;TOLVE;L197;17/03/1861;;Attivo
TS;032714;TOMADIO;L198;27/04/1923;15/09/1947;Inattivo
TS;032714;TOMAI;L198;08/02/1923;26/04/1923;Inattivo
TS;801225;TOMAI;L198;05/01/1921;07/02/1923;Inattivo
PU;041065;"TOMBA DI PESARO";L081;17/03/1861;22/07/1940;Inattivo
AN;042009;"TOMBA DI SENIGALLIA";C071;17/03/1861;22/11/1921;Inattivo
PD;028091;TOMBOLO;L199;19/11/1866;;Attivo
TN;022200;TON;L200;22/12/1928;;Attivo
TN;022201;TONADICO;L201;24/01/1947;31/12/2015;Inattivo
TN;022201;TONADICO;L201;14/02/1923;23/11/1927;Inattivo
TN;802823;TONADICO;L201;16/10/1920;13/02/1923;Inattivo
NU;091093;TONARA;L202;12/01/1927;30/04/2025;Inattivo
CA;092874;TONARA;L202;17/03/1861;11/01/1927;Inattivo
NU;114052;Tonara;L202;01/05/2025;;Attivo
AT;005109;TONCO;L203;08/04/1935;;Attivo
AL;006936;TONCO;L203;17/03/1861;07/04/1935;Inattivo
AT;005110;TONENGO;L204;10/01/1947;31/12/2022;Inattivo
AL;006937;TONENGO;L204;17/03/1861;30/11/1928;Inattivo
VI;024106;TONEZZA;D717;01/02/1924;23/05/1959;Inattivo
VI;024106;"TONEZZA DEL CIMONE";D717;24/05/1959;;Attivo
CE;061093;"TORA E PICCILLI";L205;01/09/1945;;Attivo
CE;061093;"TORA E PICCILLI";L205;17/03/1861;11/01/1927;Inattivo
NA;063891;"TORA E PICCILLI";L205;12/01/1927;31/08/1945;Inattivo
CS;078148;"TORANO CASTELLO";L206;07/11/1864;;Attivo
TE;067042;"TORANO NUOVO";L207;13/07/1863;;Attivo
VA;012892;TORBA;L208;12/01/1927;06/04/1928;Inattivo
CO;013629;TORBA;L208;17/03/1861;11/01/1927;Inattivo
BS;017903;TORBIATO;L209;17/03/1861;13/08/1928;Inattivo
BS;017186;"TORBOLE CASAGLIA";L210;19/01/1872;;Attivo
TN;022202;TORCEGNO;L211;15/01/1947;;Attivo
TN;022202;TORCEGNO;L211;14/02/1923;12/05/1928;Inattivo
TN;802824;TORCEGNO;L211;16/10/1920;13/02/1923;Inattivo
SA;065147;TORCHIARA;L212;17/03/1861;;Attivo
BR;074018;TORCHIAROLO;L213;12/01/1927;;Attivo
LE;075842;TORCHIAROLO;L213;17/03/1861;11/01/1927;Inattivo
AV;064109;"TORELLA DEI LOMBARDI";L214;10/11/1862;;Attivo
CB;070079;"TORELLA DEL SANNIO";L215;03/03/1970;;Attivo
CB;070129;"TORELLA DEL SANNIO";L215;19/01/1863;02/03/1970;Inattivo
PG;054053;TORGIANO;L216;17/03/1861;;Attivo
TO;001938;TORGNON;L217;17/03/1861;11/01/1927;Inattivo
AO;007067;TORGNON;L217;12/01/1927;20/10/1939;Inattivo
AO;007067;TORGNON;L217;30/01/1946;;Attivo
AO;007067;TORGNONE;L217;21/10/1939;29/01/1946;Inattivo
TO;001272;TORINO;L219;12/08/1889;;Attivo
CH;069091;"TORINO DI SANGRO";L218;06/02/1863;;Attivo
BA;072044;TORITTO;L220;17/03/1861;;Attivo
CR;019105;TORLINO;L221;17/03/1861;31/03/1961;Inattivo
CR;019105;"TORLINO VIMERCATI";L221;01/04/1961;;Attivo
NO;003146;TORNACO;L223;17/03/1861;;Attivo
CH;069092;TORNARECCIO;L224;17/03/1861;;Attivo
CR;019106;TORNATA;L225;01/01/1868;;Attivo
AQ;066101;TORNIMPARTE;L227;17/03/1861;;Attivo
CO;013223;TORNO;L228;17/03/1861;;Attivo
PR;034040;TORNOLO;L229;11/08/1893;;Attivo
CB;070080;TORO;L230;03/03/1970;;Attivo
CB;070130;TORO;L230;17/03/1861;02/03/1970;Inattivo
NU;114053;Torpè;L231;01/05/2025;;Attivo
SS;090836;TORPE';L231;17/03/1861;11/01/1927;Inattivo
NU;091094;TORPE';L231;12/01/1927;30/04/2025;Inattivo
TN;022929;TORRA;L232;14/02/1923;23/01/1929;Inattivo
TN;802825;TORRA;L232;16/10/1920;13/02/1923;Inattivo
SA;065148;TORRACA;L233;17/03/1861;;Attivo
PV;018871;TORRADELLO;L234;17/03/1861;29/10/1872;Inattivo
SS;090073;TORRALBA;L235;17/03/1861;31/03/2025;Inattivo
SS;112060;Torralba;L235;01/04/2025;;Attivo
IM;008836;TORRAZZA;L236;17/03/1861;28/11/1923;Inattivo
PV;018155;"TORRAZZA COSTE";L237;17/03/1861;;Attivo
TO;001273;"TORRAZZA PIEMONTE";L238;22/08/1919;;Attivo
VC;002146;TORRAZZO;L239;12/01/1927;15/04/1992;Inattivo
NO;003474;TORRAZZO;L239;17/03/1861;11/01/1927;Inattivo
BI;096069;TORRAZZO;L239;16/04/1992;;Attivo
NA;063083;"TORRE ANNUNZIATA";L245;09/03/1877;;Attivo
TO;001274;"TORRE BAIRO";L247;17/03/1861;11/01/1927;Inattivo
TO;001274;"TORRE BAIRO";L247;29/04/1955;02/10/1961;Inattivo
AO;007895;"TORRE BAIRO";L247;12/01/1927;15/01/1929;Inattivo
PV;018872;"TORRE BERETTI";L249;17/03/1861;27/07/1928;Inattivo
PV;018156;"TORRE BERETTI E CASTELLARO";L250;28/07/1928;;Attivo
BG;016214;"TORRE BOLDONE";L251;17/03/1861;;Attivo
CN;004226;"TORRE BORMIDA";L252;17/03/1861;27/06/1928;Inattivo
CN;004226;"TORRE BORMIDA";L252;23/05/1947;;Attivo
RM;058968;"TORRE CAJETANI";L243;18/10/1872;11/01/1927;Inattivo
FR;060078;"TORRE CAJETANI";L243;12/01/1927;;Attivo
TO;001274;"TORRE CANAVESE";L247;03/10/1961;;Attivo
PV;018157;"TORRE D'ARESE";L256;17/03/1861;31/03/1937;Inattivo
PV;018157;"TORRE D'ARESE";L256;21/03/1948;;Attivo
PV;018159;"TORRE D'ISOLA";L269;01/11/1872;;Attivo
BG;016215;"TORRE DE' BUSI";L257;27/01/2018;;Attivo
BG;016215;"TORRE DE' BUSI";L257;17/03/1861;15/04/1992;Inattivo
LC;097080;"TORRE DE' BUSI";L257;16/04/1992;26/01/2018;Inattivo
PV;018158;"TORRE DE' NEGRI";L262;17/03/1861;08/04/1929;Inattivo
PV;018158;"TORRE DE' NEGRI";L262;25/11/1947;;Attivo
TE;067831;"TORRE DE' PASSERI";L263;17/03/1861;11/01/1927;Inattivo
PE;068043;"TORRE DE' PASSERI";L263;12/01/1927;;Attivo
CR;019107;"TORRE DE' PICENARDI";L258;01/01/1868;;Attivo
AL;006823;"TORRE DE' RATTI";L264;17/03/1861;27/06/1928;Inattivo
BG;016216;"TORRE DE' ROVERI";L265;17/03/1861;;Attivo
NA;063084;"TORRE DEL GRECO";L259;17/03/1861;;Attivo
PV;018874;"TORRE DEL MANGANO";L260;01/06/1871;20/03/1929;Inattivo
PV;018875;"TORRE DEL MONTE";L261;17/03/1861;28/11/1928;Inattivo
VE;027041;"TORRE DI MOSTO";L267;19/11/1866;;Attivo
CZ;079148;"TORRE DI RUGGIERO";L240;23/06/1864;;Attivo
SO;014067;"TORRE DI SANTA MARIA";L244;13/07/1863;;Attivo
AV;064110;"TORRE LE NOCELLE";L272;17/03/1861;;Attivo
CN;004227;"TORRE MONDOVI'";L241;19/12/1862;;Attivo
SA;065149;"TORRE ORSAIA";L274;17/03/1861;;Attivo
PG;054897;"TORRE ORSINA";L275;17/03/1861;11/01/1927;Inattivo
TR;055814;"TORRE ORSINA";L275;12/01/1927;12/01/1927;Inattivo
BG;016217;"TORRE PALLAVICINA";L276;17/03/1861;;Attivo
TO;001275;"TORRE PELLICE";L277;18/02/1878;;Attivo
CN;004228;"TORRE SAN GIORGIO";L278;12/11/1946;;Attivo
CN;004228;"TORRE SAN GIORGIO";L278;17/03/1861;01/05/1928;Inattivo
AP;044072;"TORRE SAN PATRIZIO";L279;17/03/1861;11/07/2009;Inattivo
FM;109040;"TORRE SAN PATRIZIO";L279;12/07/2009;;Attivo
BR;074019;"TORRE SANTA SUSANNA";L280;12/01/1927;;Attivo
LE;075843;"TORRE SANTA SUSANNA";L280;17/03/1861;11/01/1927;Inattivo
CN;004821;"TORRE UZZONE";L283;17/03/1861;06/04/1928;Inattivo
UD;030122;TORREANO;L246;06/04/1968;;Attivo
UD;030166;TORREANO;L246;19/11/1866;05/04/1968;Inattivo
VI;024107;TORREBELVICINO;L248;19/11/1866;;Attivo
CH;069093;TORREBRUNA;L253;17/03/1861;;Attivo
BN;062076;TORRECUSO;L254;17/03/1861;;Attivo
PD;028092;TORREGLIA;L270;19/11/1866;;Attivo
ME;083098;TORREGROTTA;L271;28/11/1923;;Attivo
FG;071056;TORREMAGGIORE;L273;17/03/1861;;Attivo
ME;083108;TORRENOVA;M286;09/12/1984;;Attivo
FU;701810;"TORRENOVA DI BISTERZA";L128;09/03/1924;15/12/1927;Inattivo
PL;702820;"TORRENOVA DI BISTERZA";L128;27/04/1923;08/03/1924;Inattivo
CN;004229;TORRESINA;L281;15/01/1947;;Attivo
CN;004229;TORRESINA;L281;19/12/1862;11/05/1928;Inattivo
PA;082072;TORRETTA;L282;17/03/1861;;Attivo
PV;018160;"TORREVECCHIA PIA";L285;01/11/1872;;Attivo
CH;069094;"TORREVECCHIA TEATINA";L284;12/05/1879;;Attivo
VR;023086;"TORRI DEL BENACO";L287;26/08/1867;;Attivo
VI;024108;"TORRI DI QUARTESOLO";L297;19/11/1866;;Attivo
PG;054898;"TORRI IN SABINA";L286;17/03/1876;18/03/1923;Inattivo
RI;057070;"TORRI IN SABINA";L286;12/01/1927;;Attivo
RM;058969;"TORRI IN SABINA";L286;19/03/1923;11/01/1927;Inattivo
IM;008837;TORRIA;L288;22/08/1925;16/04/1928;Inattivo
IM;008837;TORRIA;L288;17/03/1861;21/12/1923;Inattivo
FC;040048;TORRIANA;I550;03/09/1938;15/04/1992;Inattivo
RN;099019;TORRIANA;I550;16/04/1992;31/12/2013;Inattivo
PV;018876;TORRIANO;L289;01/11/1872;20/03/1929;Inattivo
RM;058970;TORRICE;L290;15/01/1871;11/01/1927;Inattivo
FR;060079;TORRICE;L290;12/01/1927;;Attivo
TA;073028;TORRICELLA;L294;29/10/1954;;Attivo
CR;019108;"TORRICELLA DEL PIZZO";L296;17/03/1861;;Attivo
PG;054899;"TORRICELLA IN SABINA";L293;16/09/1876;18/03/1923;Inattivo
RI;057069;"TORRICELLA IN SABINA";L293;12/01/1927;;Attivo
RM;058971;"TORRICELLA IN SABINA";L293;19/03/1923;11/01/1927;Inattivo
CH;069095;"TORRICELLA PELIGNA";L291;06/02/1863;;Attivo
TE;067043;"TORRICELLA SICURA";L295;28/01/1869;;Attivo
PV;018161;"TORRICELLA VERZATE";L292;30/03/1863;15/10/1928;Inattivo
PV;018161;"TORRICELLA VERZATE";L292;19/12/1946;;Attivo
GE;010062;TORRIGLIA;L298;17/03/1861;;Attivo
PR;034041;TORRILE;L299;17/03/1861;;Attivo
AV;064111;TORRIONI;L301;24/09/1947;;Attivo
AV;064111;TORRIONI;L301;17/03/1861;27/01/1928;Inattivo
SI;052035;TORRITA;L303;17/03/1861;13/03/1928;Inattivo
SI;052035;"TORRITA DI SIENA";L303;14/03/1928;;Attivo
RM;058106;"TORRITA TIBERINA";L302;30/10/1872;;Attivo
OG;116017;Tortolì;A355;01/05/2025;;Attivo
NU;091095;TORTOLI';A355;28/04/2016;30/04/2025;Inattivo
NU;091095;TORTOLI';A355;23/05/1941;31/12/2005;Inattivo
NU;091805;TORTOLI';A355;12/01/1927;11/05/1928;Inattivo
CA;092875;TORTOLI';A355;17/03/1861;11/01/1927;Inattivo
OG;105018;TORTOLI';A355;01/01/2006;27/04/2016;Inattivo
AL;006174;TORTONA;L304;17/03/1861;;Attivo
CS;078149;TORTORA;L305;17/03/1861;11/05/1928;Inattivo
CS;078149;TORTORA;L305;18/07/1937;;Attivo
SA;065150;TORTORELLA;L306;17/03/1861;;Attivo
TE;067044;TORTORETO;L307;17/03/1861;;Attivo
ME;083099;TORTORICI;L308;17/03/1861;;Attivo
UD;030123;TORVISCOSA;L309;06/04/1968;;Attivo
UD;030167;TORVISCOSA;L309;20/12/1940;05/04/1968;Inattivo
RM;058975;TOSCANELLA;L310;15/01/1871;21/10/1911;Inattivo
BS;017904;TOSCOLANO;L311;17/03/1861;28/07/1928;Inattivo
BS;017187;TOSCOLANO-MADERNO;L312;29/07/1928;;Attivo
TN;022930;TOSS;L313;14/02/1923;21/12/1928;Inattivo
TN;802826;TOSS;L313;16/10/1920;13/02/1923;Inattivo
TE;067045;TOSSICIA;L314;05/03/1894;;Attivo
BO;037007;TOSSIGNANO;B044;18/06/1884;02/07/1954;Inattivo
SO;014068;"TOVO DI SANT'AGATA";L316;13/07/1863;;Attivo
SV;009062;"TOVO SAN GIACOMO";L315;12/01/1927;;Attivo
GE;010934;"TOVO SAN GIACOMO";L315;23/04/1863;11/01/1927;Inattivo
PA;082073;TRABIA;L317;17/03/1861;;Attivo
BG;016879;TRABUCHELLO;L318;17/03/1861;14/08/1928;Inattivo
VA;012127;TRADATE;L319;12/01/1927;;Attivo
CO;013630;TRADATE;L319;17/03/1861;11/01/1927;Inattivo
NO;003895;TRAFFIUME;L320;17/03/1861;09/02/1928;Inattivo
CA;092144;TRAMATZA;L321;12/01/1951;19/08/1974;Inattivo
CA;092144;TRAMATZA;L321;17/03/1861;12/05/1928;Inattivo
OR;095066;TRAMATZA;L321;20/08/1974;31/03/2025;Inattivo
OR;115077;Tramatza;L321;01/04/2025;;Attivo
TN;022203;TRAMBILENO;L322;14/02/1923;;Attivo
TN;802827;TRAMBILENO;L322;16/10/1920;13/02/1923;Inattivo
SA;065151;TRAMONTI;L323;17/03/1861;;Attivo
UD;030168;"TRAMONTI DI SOPRA";L324;19/11/1866;05/04/1968;Inattivo
PN;093045;"TRAMONTI DI SOPRA";L324;06/04/1968;;Attivo
UD;030169;"TRAMONTI DI SOTTO";L325;19/11/1866;05/04/1968;Inattivo
PN;093046;"TRAMONTI DI SOTTO";L325;06/04/1968;;Attivo
PZ;076091;TRAMUTOLA;L326;17/03/1861;;Attivo
TO;001276;TRANA;L327;17/03/1861;;Attivo
BA;072045;TRANI;L328;17/03/1861;26/07/2009;Inattivo
BT;110009;TRANI;L328;27/07/2009;;Attivo
TN;022204;TRANSACQUA;L329;24/01/1947;31/12/2015;Inattivo
TN;022204;TRANSACQUA;L329;14/02/1923;23/11/1927;Inattivo
TN;802828;TRANSACQUA;L329;16/10/1920;13/02/1923;Inattivo
SO;014069;TRAONA;L330;17/03/1861;;Attivo
TP;081021;TRAPANI;L331;25/08/1868;;Attivo
PA;082074;TRAPPETO;L332;23/07/1954;;Attivo
NO;003147;TRAREGO;L333;17/03/1861;28/10/1929;Inattivo
NO;003147;"TRAREGO VIGGIONA";L333;29/10/1929;22/05/1992;Inattivo
VB;103066;"TRAREGO VIGGIONA";L333;23/05/1992;;Attivo
