codice_istat;cap
011006;19020
011007;19020
011008;19020
011010;19020
011013;19020
011021;19020
011023;19020
011025;19020
011028;19020
011031;19020
011032;19020
011002;19021
011022;19025
011029;19028
011001;19031
011016;19032
011011;19033
011020;19034
011026;19037
011027;19038
011015;19121
011015;19122
011015;19123
011015;19124
011015;19125
011015;19126
011015;19131
011015;19132
011015;19133
011015;19134
011015;19135
011015;19136
011015;19137
015113;20001
015164;20002
015058;20003
015010;20004
015176;20005
015179;20006
015087;20007
015012;20008
015243;20009
015019;20010
015026;20010
015038;20010
015134;20010
015144;20010
015200;20010
015085;20011
015096;20012
015130;20013
015154;20014
015168;20015
015170;20016
015182;20017
015204;20018
015211;20019
015007;20020
015131;20020
015155;20020
015183;20020
015249;20020
015027;20021
015250;20021
015062;20022
015072;20023
015105;20024
015118;20025
015157;20026
015181;20027
015201;20028
015226;20029
015206;20030
015076;20031
015086;20032
015213;20033
015194;20034
015248;20035
015099;20036
015166;20037
015041;20038
015046;20039
015044;20040
015040;20041
015172;20042
015229;20043
015009;20044
015116;20045
015078;20046
015097;20047
015167;20048
015210;20049
015122;20050
015060;20051
015237;20052
015185;20053
015205;20054
015242;20055
015110;20056
015221;20056
015011;20057
015247;20058
015055;20059
015014;20060
015016;20060
015106;20060
015136;20060
015177;20060
015178;20060
015219;20060
015224;20060
015051;20061
015059;20062
015070;20063
015108;20064
015114;20065
015142;20066
015169;20067
015222;20067
015171;20068
015230;20069
015071;20070
015101;20070
015202;20070
015244;20070
015251;20071
015173;20072
015159;20073
015050;20074
015082;20075
015139;20076
015140;20077
015191;20078
015015;20079
015005;20080
015022;20080
015035;20080
015042;20080
015165;20080
015236;20080
015002;20081
015061;20081
015150;20081
015024;20082
015158;20082
015103;20083
015115;20084
015125;20085
015151;20086
015184;20087
015112;20088
015188;20088
015189;20089
015036;20090
015074;20090
015220;20090
015032;20091
015077;20092
015081;20093
015093;20094
015098;20095
015175;20096
015192;20097
015195;20098
015209;20099
015146;20121
015146;20122
015146;20123
015146;20124
015146;20125
015146;20126
015146;20127
015146;20128
015146;20129
015146;20131
015146;20132
015146;20133
015146;20134
015146;20135
015146;20136
015146;20137
015146;20138
015146;20139
015146;20141
015146;20142
015146;20143
015146;20144
015146;20145
015146;20146
015146;20147
015146;20148
015146;20149
015146;20151
015146;20152
015146;20153
015146;20154
015146;20155
015146;20156
015146;20157
015146;20158
015146;20159
015146;20161
015146;20162
108019;20811
108027;20812
108010;20813
108045;20814
108020;20815
108018;20816
108030;20821
108040;20822
108054;20823
108025;20824
108005;20825
108032;20826
108039;20831
108023;20832
108024;20833
108035;20834
108034;20835
108011;20836
108047;20837
108037;20838
108015;20841
108008;20842
108048;20843
108043;20844
108041;20845
108029;20846
108003;20847
108028;20851
108049;20852
108009;20853
108046;20854
108026;20855
108022;20856
108014;20857
108012;20861
108004;20862
108021;20863
108001;20864
108044;20865
108016;20866
108052;20867
108050;20871
108053;20872
108017;20873
108051;20874
108013;20875
108036;20876
108055;20877
108007;20881
108006;20882
108031;20883
108042;20884
108038;20885
108002;20886
108033;20900
012144;21009
012001;21010
012005;21010
012012;21010
012020;21010
012032;21010
012045;21010
012061;21010
012065;21010
012068;21010
012076;21010
012077;21010
012103;21010
012114;21010
012129;21010
012140;21010
012039;21011
012040;21012
012070;21013
012087;21014
012090;21015
012092;21016
012118;21017
012120;21018
012123;21019
012008;21020
012016;21020
012017;21020
012023;21020
012025;21020
012036;21020
012038;21020
012049;21020
012054;21020
012057;21020
012064;21020
012071;21020
012082;21020
012093;21020
012101;21020
012104;21020
012106;21020
012116;21020
012125;21020
012126;21020
012132;21020
012003;21021
012006;21022
012013;21023
012014;21024
012055;21025
012072;21026
012084;21027
012128;21028
012138;21029
012007;21030
012019;21030
012021;21030
012022;21030
012037;21030
012041;21030
012043;21030
012056;21030
012059;21030
012062;21030
012063;21030
012066;21030
012069;21030
012081;21030
012097;21030
012099;21030
012100;21030
012102;21030
012110;21030
012115;21030
012027;21031
012031;21032
012051;21033
012053;21034
012060;21035
012074;21036
012086;21037
012088;21038
012141;21038
012010;21039
012131;21039
012033;21040
012035;21040
012047;21040
012050;21040
012075;21040
012080;21040
012085;21040
012091;21040
012105;21040
012107;21040
012109;21040
012124;21040
012130;21040
012134;21040
012136;21040
012137;21040
012002;21041
012034;21042
012046;21043
012048;21044
012073;21045
012096;21046
012119;21047
012121;21048
012127;21049
012011;21050
012015;21050
012024;21050
012029;21050
012030;21050
012044;21050
012052;21050
012058;21050
012078;21050
012089;21050
012098;21050
012113;21050
012117;21050
012004;21051
012026;21052
012042;21053
012067;21054
012079;21055
012083;21056
012108;21057
012122;21058
012139;21059
012142;21061
012143;21062
012133;21100
013011;22010
013021;22010
013030;22010
013044;22010
013047;22010
013062;22010
013071;22010
013074;22010
013077;22010
013083;22010
013085;22010
013092;22010
013106;22010
013107;22010
013111;22010
013119;22010
013130;22010
013152;22010
013155;22010
013160;22010
013178;22010
013183;22010
013185;22010
013203;22010
013204;22010
013207;22010
013216;22010
013218;22010
013226;22010
013233;22010
013234;22010
013248;22010
013113;22011
013065;22012
013089;22013
013239;22013
013090;22014
013249;22015
013252;22016
013145;22017
013189;22018
013024;22020
013026;22020
013063;22020
013087;22020
013098;22020
013099;22020
013120;22020
013161;22020
013184;22020
013186;22020
013187;22020
013211;22020
013223;22020
013236;22020
013246;22020
013250;22021
013254;22023
013253;22024
013126;22025
013144;22026
013025;22028
013256;22029
013015;22030
013037;22030
013052;22030
013058;22030
013097;22030
013123;22030
013129;22030
013134;22030
013139;22030
013157;22030
013170;22030
013192;22030
013193;22030
013195;22030
013217;22030
013003;22031
013004;22032
013013;22033
013032;22034
013042;22035
013095;22036
013188;22037
013222;22038
013229;22039
013006;22040
013007;22040
013009;22040
013029;22040
013136;22040
013153;22040
013251;22041
013206;22042
013255;22043
013118;22044
013121;22045
013147;22046
013012;22060
013035;22060
013046;22060
013048;22060
013084;22060
013101;22060
013163;22060
013040;22061
013041;22063
013143;22066
013201;22069
013005;22070
013010;22070
013022;22070
013023;22070
013028;22070
013034;22070
013043;22070
013045;22070
013053;22070
013055;22070
013059;22070
013068;22070
013100;22070
013110;22070
013114;22070
013128;22070
013131;22070
013135;22070
013137;22070
013154;22070
013169;22070
013197;22070
013202;22070
013212;22070
013232;22070
013238;22070
013242;22070
013036;22071
013064;22072
013102;22073
013133;22074
013138;22075
013159;22076
013165;22077
013227;22078
013245;22079
013075;22100
014003;23009
014001;23010
014002;23010
014006;23010
014007;23010
014010;23010
014011;23010
014016;23010
014021;23010
014022;23010
014023;23010
014025;23010
014029;23010
014030;23010
014031;23010
014041;23010
014047;23010
014048;23010
014053;23010
014055;23010
014056;23010
014064;23010
014074;23010
014005;23011
014015;23012
014024;23013
014026;23014
014027;23015
014017;23016
014039;23016
014045;23017
014063;23018
014069;23019
014013;23020
014028;23020
014032;23020
014036;23020
014043;23020
014044;23020
014049;23020
014050;23020
014051;23020
014054;23020
014058;23020
014062;23020
014067;23020
014070;23020
014075;23020
014012;23021
014018;23022
014019;23023
014035;23024
014046;23025
014052;23026
014057;23027
014077;23029
014008;23030
014014;23030
014020;23030
014038;23030
014040;23030
014059;23030
014068;23030
014072;23030
014073;23030
014076;23030
014078;23030
014004;23031
014009;23032
014033;23033
014034;23034
014060;23035
014065;23036
014066;23037
014071;23038
014037;23041
014061;23100
097013;23801
097014;23802
097052;23804
097034;23805
097048;23807
097086;23808
097004;23811
097055;23811
097025;23813
097029;23814
097040;23815
097007;23816
097018;23817
097050;23817
097065;23818
097070;23819
097001;23821
097008;23822
097023;23823
097030;23824
097032;23824
097035;23825
097046;23826
097043;23827
097067;23828
097084;23829
097015;23831
097027;23832
097047;23832
097063;23833
097069;23834
097077;23835
097093;23836
097064;23837
097079;23837
097003;23841
097009;23842
097031;23843
097075;23844
097026;23845
097037;23846
097051;23847
097033;23848
097057;23848
097072;23849
097036;23851
097038;23852
097059;23854
097068;23855
097082;23857
097021;23861
097022;23862
097045;23864
097060;23865
097078;23867
097083;23868
097020;23870
097044;23871
097049;23873
097053;23874
097061;23875
097054;23876
097062;23877
097091;23879
097016;23880
097002;23881
097010;23883
097019;23884
097012;23885
097024;23886
097058;23887
097092;23888
097074;23889
097005;23890
097006;23891
097011;23892
097017;23893
097028;23894
097056;23895
097076;23896
097090;23897
097039;23898
097071;23899
097042;23900
016014;24010
016027;24010
016035;24010
016036;24010
016048;24010
016056;24010
016061;24010
016090;24010
016092;24010
016103;24010
016121;24010
016125;24010
016134;24010
016136;24010
016145;24010
016151;24010
016165;24010
016166;24010
016169;24010
016184;24010
016191;24010
016196;24010
016202;24010
016210;24010
016221;24010
016226;24010
016227;24010
016229;24010
016230;24010
016247;24010
016248;24010
016005;24011
016253;24012
016146;24013
016164;24014
016188;24015
016190;24016
016199;24017
016249;24017
016239;24018
016246;24019
016012;24020
016015;24020
016017;24020
016060;24020
016064;24020
016070;24020
016071;24020
016078;24020
016080;24020
016099;24020
016100;24020
016107;24020
016115;24020
016116;24020
016118;24020
016147;24020
016148;24020
016149;24020
016158;24020
016161;24020
016163;24020
016173;24020
016175;24020
016178;24020
016187;24020
016194;24020
016195;24020
016197;24020
016201;24020
016214;24020
016223;24020
016225;24020
016240;24020
016241;24020
016243;24020
016004;24021
016008;24022
016077;24023
016108;24024
016111;24025
016067;24026
016124;24026
016144;24027
016168;24028
016234;24029
016006;24030
016009;24030
016021;24030
016022;24030
016023;24030
016038;24030
016050;24030
016052;24030
016057;24030
016082;24030
016085;24030
016106;24030
016127;24030
016132;24030
016143;24030
016155;24030
016156;24030
016171;24030
016176;24030
016185;24030
016208;24030
016213;24030
016224;24030
016238;24030
016250;24030
016251;24030
016007;24031
016215;24032
016046;24033
016074;24034
016089;24035
016170;24036
016041;24037
016186;24037
016252;24038
016203;24039
016011;24040
016013;24040
016019;24040
016029;24040
016030;24040
016031;24040
016034;24040
016047;24040
016049;24040
016059;24040
016063;24040
016072;24040
016075;24040
016081;24040
016098;24040
016105;24040
016122;24040
016123;24040
016126;24040
016131;24040
016135;24040
016152;24040
016154;24040
016167;24040
016172;24040
016207;24040
016209;24040
016232;24040
016037;24041
016051;24042
016053;24043
016091;24044
016096;24045
016153;24046
016219;24047
016220;24048
016233;24049
016020;24050
016043;24050
016066;24050
016076;24050
016083;24050
016087;24050
016113;24050
016117;24050
016129;24050
016140;24050
016141;24050
016142;24050
016150;24050
016157;24050
016177;24050
016206;24050
016217;24050
016245;24050
016010;24051
016016;24052
016040;24053
016044;24054
016079;24055
016101;24056
016133;24057
016097;24058
016183;24058
016222;24059
016001;24060
016002;24060
016018;24060
016025;24060
016026;24060
016028;24060
016032;24060
016033;24060
016042;24060
016055;24060
016058;24060
016062;24060
016068;24060
016073;24060
016084;24060
016088;24060
016093;24060
016094;24060
016102;24060
016104;24060
016109;24060
016110;24060
016114;24060
016119;24060
016137;24060
016139;24060
016159;24060
016162;24060
016174;24060
016179;24060
016180;24060
016182;24060
016189;24060
016200;24060
016204;24060
016205;24060
016211;24060
016212;24060
016216;24060
016235;24060
016236;24060
016237;24060
016242;24060
016244;24060
016003;24061
016086;24062
016065;24063
016120;24064
016128;24065
016160;24066
016193;24067
016198;24068
016069;24069
016130;24069
016218;24069
016024;24121
016024;24122
016024;24123
016024;24124
016024;24125
016024;24126
016024;24127
016024;24128
016024;24129
017001;25010
017021;25010
017086;25010
017089;25010
017114;25010
017151;25010
017160;25010
017171;25010
017173;25010
017189;25010
017203;25010
017032;25011
017034;25012
017039;25013
017043;25014
017067;25015
017078;25016
017092;25017
017113;25018
017179;25019
017004;25020
017008;25020
017013;25020
017037;25020
017053;25020
017066;25020
017071;25020
017072;25020
017073;25020
017108;25020
017122;25020
017137;25020
017138;25020
017147;25020
017152;25020
017172;25020
017177;25020
017009;25021
017020;25022
017080;25023
017088;25024
017103;25025
017149;25026
017159;25027
017195;25028
017196;25029
017002;25030
017011;25030
017015;25030
017026;25030
017041;25030
017042;25030
017045;25030
017056;25030
017060;25030
017064;25030
017069;25030
017091;25030
017093;25030
017097;25030
017099;25030
017126;25030
017134;25030
017146;25030
017162;25030
017165;25030
017167;25030
017186;25030
017190;25030
017192;25030
017200;25030
017038;25031
017052;25032
017059;25033
017125;25034
017127;25035
017133;25036
017150;25037
017166;25038
017188;25039
017006;25040
017007;25040
017016;25040
017017;25040
017018;25040
017027;25040
017049;25040
017050;25040
017051;25040
017055;25040
017062;25040
017063;25040
017070;25040
017079;25040
017083;25040
017095;25040
017101;25040
017110;25040
017112;25040
017124;25040
017175;25040
017022;25042
017028;25043
017035;25044
017040;25045
017046;25046
017065;25047
017068;25048
017181;25048
017085;25049
017054;25050
017094;25050
017111;25050
017118;25050
017123;25050
017128;25050
017130;25050
017131;25050
017135;25050
017136;25050
017142;25050
017156;25050
017163;25050
017176;25050
017184;25050
017202;25050
017205;25050
017047;25051
017206;25052
017100;25053
017106;25054
017143;25055
017148;25056
017169;25057
017182;25058
017198;25059
017030;25060
017048;25060
017057;25060
017058;25060
017090;25060
017104;25060
017105;25060
017141;25060
017144;25060
017183;25060
017024;25061
017084;25061
017061;25062
017075;25063
017081;25064
017096;25065
017174;25068
017199;25069
017005;25070
017012;25070
017019;25070
017031;25070
017036;25070
017044;25070
017115;25070
017139;25070
017153;25070
017157;25070
017168;25070
017191;25070
017003;25071
017010;25072
017025;25073
017082;25074
017087;25074
017117;25075
017121;25076
017164;25077
017140;25078
017197;25078
017204;25079
017033;25080
017098;25080
017102;25080
017107;25080
017109;25080
017116;25080
017119;25080
017120;25080
017129;25080
017132;25080
017145;25080
017155;25080
017158;25080
017178;25080
017180;25080
017185;25080
017193;25080
017194;25080
017014;25081
017023;25082
017074;25083
017076;25084
017077;25085
017161;25086
017170;25087
017187;25088
017201;25089
017029;25121
017029;25122
017029;25123
017029;25124
017029;25125
017029;25126
017029;25127
017029;25128
017029;25129
017029;25131
017029;25132
017029;25133
017029;25134
017029;25135
017029;25136
019004;26010
019005;26010
019010;26010
019011;26010
019012;26010
019015;26010
019017;26010
019018;26010
019020;26010
019024;26010
019027;26010
019029;26010
019033;26010
019034;26010
019037;26010
019041;26010
019043;26010
019054;26010
019058;26010
019059;26010
019060;26010
019062;26010
019063;26010
019072;26010
019077;26010
019079;26010
019080;26010
019081;26010
019082;26010
019085;26010
019087;26010
019094;26010
019111;26010
019016;26011
019025;26012
019035;26013
019019;26014
019086;26014
019098;26015
019102;26016
019073;26017
019078;26017
019105;26017
019109;26017
019110;26018
019112;26019
019001;26020
019002;26020
019007;26020
019013;26020
019022;26020
019032;26020
019038;26020
019039;26020
019044;26020
019047;26020
019049;26020
019055;26020
019066;26020
019088;26020
019100;26020
019104;26020
019003;26021
019026;26022
019051;26023
019065;26024
019067;26025
019076;26026
019084;26027
019095;26028
019097;26029
019009;26030
019014;26030
019023;26030
019030;26030
019045;26030
019046;26030
019056;26030
019070;26030
019096;26030
019101;26030
019106;26030
019114;26030
019115;26030
019053;26031
019064;26032
019069;26033
019116;26034
019075;26035
019083;26036
019090;26037
019107;26038
019113;26039
019006;26040
019028;26040
019040;26040
019048;26040
019052;26040
019057;26040
019074;26040
019091;26040
019092;26040
019108;26040
019021;26041
019031;26042
019068;26043
019050;26044
019061;26045
019089;26046
019093;26047
019099;26048
019103;26049
019036;26100
098003;26811
098004;26812
098028;26813
098030;26814
098037;26815
098044;26816
098048;26817
098060;26818
098002;26821
098006;26822
098014;26823
098017;26824
098034;26825
098052;26826
098057;26827
098058;26828
098009;26831
098018;26832
098027;26832
098020;26833
098039;26833
098001;26834
098024;26834
098025;26835
098040;26836
098041;26837
098056;26838
098061;26839
098010;26841
098011;26842
098023;26842
098013;26843
098033;26843
098038;26843
098062;26844
098019;26845
098022;26846
098035;26847
098047;26848
098051;26849
098005;26851
098008;26852
098012;26853
098021;26854
098045;26854
098032;26855
098053;26856
098046;26857
098055;26858
098059;26859
098026;26861
098029;26862
098042;26863
098043;26864
098049;26865
098015;26866
098036;26866
098050;26866
098054;26867
098031;26900
018004;27010
018006;27010
018009;27010
018015;27010
018019;27010
018043;27010
018053;27010
018058;27010
018060;27010
018063;27010
018071;27010
018072;27010
018077;27010
018081;27010
018085;27010
018087;27010
018093;27010
018099;27010
018127;27010
018129;27010
018135;27010
018139;27010
018145;27010
018150;27010
018152;27010
018157;27010
018160;27010
018169;27010
018173;27010
018181;27010
018185;27010
018013;27011
018158;27011
018046;27012
018048;27013
018192;27014
018078;27015
018080;27016
018141;27016
018114;27017
018188;27017
018176;27018
018180;27019
018001;27020
018003;27020
018012;27020
018018;27020
018022;27020
018030;27020
018045;27020
018061;27020
018075;27020
018086;27020
018103;27020
018104;27020
018109;27020
018136;27020
018146;27020
018147;27020
018148;27020
018159;27020
018162;27020
018163;27020
018164;27020
018165;27020
018167;27020
018168;27020
018172;27020
018189;27020
018014;27021
018034;27022
018035;27023
018050;27024
018068;27025
018069;27026
018076;27027
018137;27028
018177;27029
018039;27030
018040;27030
018044;27030
018052;27030
018059;27030
018065;27030
018067;27030
018079;27030
018090;27030
018091;27030
018106;27030
018107;27030
018112;27030
018130;27030
018144;27030
018154;27030
018156;27030
018179;27030
018186;27030
018190;27030
018027;27031
018062;27032
018066;27034
018083;27034
018088;27035
018178;27035
018102;27036
018113;27037
018123;27038
018138;27039
018005;27040
018016;27040
018017;27040
018020;27040
018025;27040
018032;27040
018036;27040
018038;27040
018049;27040
018064;27040
018092;27040
018094;27040
018097;27040
018100;27040
018101;27040
018111;27040
018115;27040
018118;27040
018119;27040
018125;27040
018131;27040
018134;27040
018175;27040
018008;27041
018031;27041
018023;27042
018124;27042
018024;27043
018133;27043
018029;27044
018037;27045
018140;27046
018074;27047
018096;27047
018143;27047
018183;27047
018151;27048
018153;27049
018187;27049
018007;27050
018011;27050
018021;27050
018033;27050
018042;27050
018047;27050
018051;27050
018054;27050
018057;27050
018089;27050
018105;27050
018108;27050
018116;27050
018117;27050
018120;27050
018121;27050
018128;27050
018142;27050
018149;27050
018155;27050
018161;27050
018166;27050
018041;27051
018073;27052
018098;27052
018126;27052
018084;27053
018174;27053
018095;27054
018122;27055
018191;27056
018171;27057
018182;27058
018184;27059
018193;27061
018026;27062
018110;27100
003001;28010
003002;28010
003012;28010
003019;28010
003021;28010
003022;28010
003026;28010
003030;28010
003044;28010
003045;28010
003047;28010
003051;28010
003060;28010
003066;28010
003070;28010
003098;28010
003103;28010
003115;28010
003119;28010
003140;28010
003153;28010
003006;28011
003055;28012
003166;28013
003088;28014
003100;28015
003112;28016
003133;28017
003143;28019
003024;28021
003076;28024
003116;28028
003025;28040
003062;28040
003084;28040
003091;28040
003093;28040
003097;28040
003109;28040
003114;28040
003154;28040
003008;28041
003016;28043
003082;28045
003095;28046
003108;28047
003121;28050
003043;28053
003037;28060
003039;28060
003040;28060
003041;28060
003042;28060
003052;28060
003058;28060
003077;28060
003090;28060
003129;28060
003134;28060
003135;28060
003141;28060
003159;28060
003164;28060
003018;28061
003032;28062
003036;28064
003083;28064
003138;28064
003049;28065
003068;28066
003131;28068
003149;28069
003069;28070
003104;28070
003139;28070
003144;28070
003146;28070
003023;28071
003027;28072
003065;28073
003073;28074
003079;28075
003120;28076
003122;28077
003130;28078
003158;28079
003106;28100
103023;28801
103044;28802
103057;28803
103061;28804
103077;28805
103003;28811
103005;28812
103009;28813
103015;28814
103018;28815
103037;28816
103045;28817
103055;28818
103074;28819
103016;28821
103017;28822
103033;28823
103049;28824
103066;28826
103079;28827
103036;28828
103008;28831
103010;28832
103013;28833
103034;28836
103064;28838
103001;28841
103012;28842
103047;28843
103075;28844
103028;28845
103078;28846
103011;28851
103024;28852
103029;28853
103041;28854
103042;28855
103060;28856
103076;28856
103062;28857
103065;28858
103068;28859
103006;28861
103026;28862
103031;28863
103046;28864
103025;28865
103056;28866
103067;28868
103071;28868
103007;28871
103014;28873
103021;28875
103039;28876
103002;28877
103051;28877
103070;28879
103019;28881
103035;28883
103052;28884
103053;28885
103054;28886
103032;28887
103050;28887
103022;28891
103048;28891
103038;28893
103040;28894
103043;28895
103059;28896
103069;28897
103058;28898
103004;28899
103072;28921
103072;28922
103072;28923
103072;28924
103072;28925
033001;29010
033002;29010
033003;29010
033007;29010
033008;29010
033014;29010
033022;29010
033024;29010
033027;29010
033033;29010
033034;29010
033037;29010
033039;29010
033041;29010
033042;29010
033044;29010
033046;29010
033048;29010
033006;29011
033010;29012
033011;29013
033012;29014
033013;29015
033018;29016
033021;29017
033026;29018
033040;29019
033015;29020
033016;29020
033017;29020
033023;29020
033028;29020
033043;29020
033045;29020
033047;29020
033004;29021
033005;29022
033019;29023
033020;29024
033025;29025
033030;29026
033035;29027
033036;29028
033038;29029
033049;29031
033032;29121
033032;29122
027002;30010
027003;30010
027004;30010
027010;30010
027044;30013
027006;30014
027008;30015
027019;30016
027001;30020
027009;30020
027013;30020
027015;30020
027018;30020
027020;30020
027022;30020
027027;30020
027030;30020
027031;30020
027041;30020
027005;30021
027007;30022
027011;30023
027025;30024
027016;30025
027040;30025
027029;30026
027033;30027
027034;30028
027036;30029
027017;30030
027021;30030
027028;30030
027032;30030
027043;30030
027012;30031
027014;30032
027026;30033
027023;30034
027024;30035
027035;30036
027037;30037
027038;30038
027039;30039
027042;30121
027042;30122
027042;30123
027042;30124
027042;30125
027042;30126
027042;30132
027042;30133
027042;30135
027042;30141
027042;30142
027042;30171
027042;30172
027042;30173
027042;30174
027042;30175
027042;30176
026017;31010
026026;31010
026029;31010
026030;31010
026033;31010
026038;31010
026039;31010
026045;31010
026048;31010
026053;31010
026003;31011
026007;31012
026019;31013
026020;31014
026021;31015
026022;31016
026096;31017
026031;31018
026065;31020
026067;31020
026072;31020
026073;31020
026074;31020
026076;31020
026077;31020
026080;31020
026084;31020
026090;31020
026091;31020
026043;31021
026063;31022
026066;31023
026052;31024
026075;31025
026078;31026
026082;31027
026088;31028
026092;31029
026001;31030
026002;31030
026004;31030
026005;31030
026008;31030
026010;31030
026011;31030
026013;31030
026018;31030
026006;31031
026009;31032
026012;31033
026014;31034
026025;31035
026035;31036
026036;31037
026055;31038
026068;31039
026015;31040
026016;31040
026032;31040
026034;31040
026037;31040
026041;31040
026050;31040
026056;31040
026060;31040
026070;31040
026079;31040
026085;31040
026093;31040
026023;31041
026028;31043
026046;31044
026049;31045
026051;31046
026058;31047
026071;31048
026087;31049
026042;31050
026044;31050
026047;31050
026059;31050
026062;31050
026089;31050
026094;31050
026027;31051
026040;31052
026057;31053
026061;31054
026064;31055
026069;31056
026081;31057
026083;31058
026095;31059
026086;31100
025012;32010
025035;32010
025037;32010
025057;32010
025060;32010
025069;32010
025073;32012
025071;32013
025040;32014
025072;32016
025010;32020
025014;32020
025019;32020
025023;32020
025025;32020
025027;32020
025029;32020
025030;32020
025043;32020
025049;32020
025054;32020
025062;32020
025067;32020
025001;32021
025003;32022
025044;32023
025074;32026
025059;32027
025004;32030
025011;32030
025022;32030
025045;32030
025055;32030
025058;32030
025021;32032
025026;32033
025036;32034
025048;32035
025053;32036
025056;32037
025075;32038
025007;32040
025013;32040
025015;32040
025017;32040
025018;32040
025032;32040
025033;32040
025046;32040
025047;32040
025063;32040
025065;32040
025066;32040
025005;32041
025008;32042
025016;32043
025039;32044
025050;32045
025051;32046
025006;32100
030012;33010
030019;33010
030025;33010
030028;33010
030033;33010
030051;33010
030052;33010
030054;33010
030061;33010
030066;33010
030068;33010
030090;33010
030092;33010
030093;33010
030118;33010
030124;33010
030126;33010
030131;33010
030006;33011
030189;33012
030043;33013
030191;33014
030059;33015
030076;33016
030116;33017
030117;33018
030127;33019
030002;33020
030021;33020
030022;33020
030035;33020
030040;33020
030042;33020
030081;33020
030084;33020
030088;33020
030094;33020
030107;33020
030110;33020
030112;33020
030132;33020
030136;33020
030003;33021
030005;33022
030029;33023
030041;33024
030067;33025
030071;33026
030073;33027
030121;33028
030047;33029
030089;33029
030133;33029
030013;33030
030015;33030
030016;33030
030031;33030
030032;33030
030039;33030
030053;33030
030063;33030
030087;33030
030095;33030
030106;33030
030114;33030
030130;33030
030137;33030
030009;33031
030010;33032
030027;33033
030037;33034
030057;33035
030058;33036
030072;33037
030099;33038
030109;33039
030007;33040
030030;33040
030034;33040
030036;33040
030045;33040
030060;33040
030078;33040
030080;33040
030083;33040
030085;33040
030102;33040
030108;33040
030111;33040
030113;33040
030122;33040
030135;33040
030138;33040
030001;33041
030014;33042
030026;33043
030055;33044
030065;33045
030086;33046
030091;33047
030024;33048
030101;33048
030103;33049
030008;33050
030011;33050
030018;33050
030020;33050
030044;33050
030048;33050
030056;33050
030062;33050
030074;33050
030075;33050
030077;33050
030079;33050
030082;33050
030097;33050
030098;33050
030104;33050
030105;33050
030120;33050
030123;33050
030128;33050
030004;33051
030023;33052
030046;33053
030049;33054
030064;33055
030069;33056
030070;33057
030100;33058
030190;33059
030188;33061
093007;33070
093008;33070
093009;33070
093031;33070
093010;33072
093022;33074
093018;33075
093028;33075
093035;33076
093037;33077
093041;33078
093043;33079
093001;33080
093006;33080
093014;33080
093015;33080
093019;33080
093021;33080
093024;33080
093032;33080
093034;33080
093036;33080
093040;33080
093051;33080
093052;33080
093004;33081
093005;33082
093013;33083
093017;33084
093025;33085
093027;33086
093029;33087
093002;33090
093011;33090
093016;33090
093042;33090
093045;33090
093046;33090
093047;33090
093049;33090
093012;33092
093020;33092
093026;33092
093030;33094
093038;33095
093044;33097
093039;33098
093053;33098
093050;33099
030129;33100
093033;33170
032005;34010
032001;34011
032003;34015
032002;34016
032004;34018
031001;34070
031003;34070
031004;34070
031006;34070
031010;34070
031013;34070
031014;34070
031019;34070
031020;34070
031021;34070
031022;34070
031024;34070
031025;34070
031002;34071
031005;34072
031008;34072
031009;34073
031012;34074
031018;34075
031011;34076
031015;34076
031016;34077
031017;34078
031023;34079
032006;34121
032006;34122
032006;34123
032006;34124
032006;34125
032006;34126
032006;34127
032006;34128
032006;34129
032006;34131
032006;34132
032006;34133
032006;34134
032006;34135
032006;34136
032006;34137
032006;34138
032006;34139
032006;34141
032006;34142
032006;34143
032006;34144
032006;34145
032006;34146
032006;34147
032006;34148
032006;34149
032006;34151
031007;34170
028013;35010
028016;35010
028018;35010
028020;35010
028023;35010
028036;35010
028041;35010
028042;35010
028045;35010
028046;35010
028050;35010
028075;35010
028076;35010
028078;35010
028080;35010
028093;35010
028099;35010
028100;35010
028101;35010
028103;35010
028104;35010
028017;35011
028019;35012
028032;35013
028038;35014
028039;35015
028063;35016
028064;35017
028077;35018
028091;35019
028003;35020
028006;35020
028007;35020
028015;35020
028021;35020
028028;35020
028033;35020
028035;35020
028044;35020
028048;35020
028061;35020
028066;35020
028069;35020
028070;35020
028079;35020
028082;35020
028085;35020
028090;35020
028094;35020
028106;35020
028002;35021
028004;35022
028008;35023
028014;35024
028026;35025
028034;35026
028058;35027
028065;35028
028068;35029
028009;35030
028030;35030
028031;35030
028040;35030
028071;35030
028072;35030
028073;35030
028086;35030
028096;35030
028105;35030
028001;35031
028005;35032
028047;35034
028054;35035
028057;35036
028089;35037
028092;35038
028010;35040
028012;35040
028027;35040
028029;35040
028043;35040
028049;35040
028052;35040
028053;35040
028062;35040
028067;35040
028083;35040
028084;35040
028095;35040
028097;35040
028102;35040
028011;35041
028037;35042
028055;35043
028056;35044
028059;35045
028107;35046
028087;35047
028088;35048
028108;35049
028060;35121
028060;35122
028060;35123
028060;35124
028060;35125
028060;35126
028060;35127
028060;35128
028060;35129
028060;35131
028060;35132
028060;35133
028060;35134
028060;35135
028060;35136
028060;35137
028060;35138
028060;35139
028060;35141
028060;35142
028060;35143
024024;36010
024030;36010
024032;36010
024041;36010
024049;36010
024067;36010
024080;36010
024085;36010
024089;36010
024115;36010
024119;36010
024007;36011
024009;36012
